frame,nis
230,313.214411878433
231,170.46602640195982
232,341.4140691063256
233,268.1184674904279
234,300.0509360923512
235,237.89753644945125
236,137.3877734171089
237,80.42418241787433
238,30.401332017436523
239,11.562570007851779
240,1.523810647691793
241,0.6243405725372375
242,0.725789482621025
243,3.885929090570891
244,5.660929254657445
245,8.045944524320216
246,9.271837597055415
247,7.039297250213428
248,8.296328874854588
249,6.155676600006405
250,5.422691050582568
251,3.897017826679319
252,3.227298486342686
253,3.1412481274862896
254,1.3713983959480622
255,0.7300486746446682
256,0.6391948870515929
257,0.6620771550739557
258,0.0744929588731583
259,0.14951103982527403
260,0.1984954438033104
261,0.14258176504018596
262,0.11540015996341624
263,0.024136515473310298
264,0.08024716030007711
265,0.20780934185616196
266,0.00860971950651517
267,0.0036410738952440073
268,0.10189785337998333
269,0.028963610086016698
270,1.4670405255307042
271,0.4776360494424746
272,0.49611284531600236
273,0.1252135386673213
274,0.30984945561747257
275,0.3762413792266419
276,0.20689593347484941
277,0.20699805633774152
278,0.07216881012587636
279,0.05498137507129895
280,0.04649434473922576
281,0.04290259758828288
282,0.10281296495500304
283,0.17578707429327506
284,0.15788569834887478
285,0.060777805235701046
286,0.22803286869520498
287,0.5142568953048451
288,0.4534839819525874
289,0.21553302689790965
290,0.024767165956812283
291,0.4552788732840063
292,24.964770995105724
293,6.040873820389553
294,2.428339791868242
295,0.1959730626645873
296,0.08379975099747221
297,0.10284713782116778
298,0.14845721833839698
299,0.08818332240800952
300,0.01200067281102329
301,0.3344138009142775
302,0.024276705609728055
303,0.04789510940636652
304,1.146936087880942
305,0.004568412036844392
306,0.5821570317377008
307,0.03667170922280703
308,0.2720453214259483
309,0.14630681123506348
310,6.30499322939969
311,4.408943575543993
312,3.1989355468160103
313,1.994615211774811
314,1.651284209216956
315,0.5778186387910447
316,0.22776150902191142
317,0.007405092660999409
318,1.041418860871211
319,0.6251683324997755
320,1.1331427800325238
321,1.04486276064706
322,0.15005507603012677
323,1.2289391058092274
324,1.063221426515412
325,0.7507202884067573
326,0.7292715319248616
327,0.5620784121179127
328,0.38974546008698463
329,0.23879828913634235
330,0.01143364136845605
331,0.040974819788631975
332,0.03775791675143345
333,0.05555201344874065
334,0.034117271184779197
335,0.010441503100167032
336,0.1809232203432768
337,0.04730094307741243
338,0.0074538519325775
339,0.3086614107528527
340,0.13079914824076513
341,0.11840200035592631
342,0.025110361016960802
343,0.34260996746832817
344,0.15941298533977977
345,0.1467389391470177
346,0.5740092766719832
347,0.08051757505085758
348,0.2971820823183029
349,0.31426152094224874
350,0.016747561483212367
351,1.7935780779178518
352,0.10397303289931606
353,0.46963674580290937
354,0.3445207627443123
355,0.27977319630173053
356,0.8626313153434617
357,0.17092701160192683
358,0.061788831876160966
359,0.08288540298960229
360,0.06837994384666174
361,0.7864397959706119
362,0.22149024894672958
363,0.025516199501168402
364,0.026241371635026357
365,0.1643643614944718
366,0.10613575535729322
367,0.4430892303192059
368,0.2975906072506987
369,0.14332652370149987
370,0.5790870748717368
371,0.01983091343282222
372,1.2879598029751784
373,0.03233432198875474
374,0.9762859677468746
375,5.822686757151349e-05
376,0.0004982327953322989
377,0.545952133292944
378,2.6211678543881938
379,0.5124084605866148
380,0.10373659437773151
381,0.5449946794183419
382,0.7448450959553565
383,0.5928849592426191
384,0.18582672695590957
385,0.20150731734746807
386,0.2714346462792456
387,0.10555721202021602
388,0.0063498547369297345
389,0.061779693786628315
390,0.11385286954802971
391,0.21881702994441676
392,0.43959988524935456
393,0.32217226210444777
394,0.021625391152962293
395,0.270136533594459
396,0.04602993709943701
397,3.5353883499344794
